block_lot,sale_day,declared_profit,sale_profit,property_type,sold_part,city,build_year,building_mr,rooms_number,rami_source
018706-0049-000-00,2024-10-08,736000,736000,קוטג' חד משפחתי,0.25,כפר ורדים,1999,207,6.0,כפר ורדים - 29.09.24-29.09.25.xls
021126-0243-003-00,2024-10-14,1820000,1820000,דירה בבית קומות,1.0,כפר ורדים,2025,128,5.0,כפר ורדים - 29.09.24-29.09.25.xls
018706-0160-000-00,2024-10-01,2250000,2250000,קוטג' חד משפחתי,1.0,כפר ורדים,1980,126,5.0,כפר ורדים - 29.09.24-29.09.25.xls
018709-0114-000-00,2024-10-16,2080000,2080000,קוטג' חד משפחתי,1.0,כפר ורדים,1984,170,5.0,כפר ורדים - 29.09.24-29.09.25.xls
006433-0397-029-00,2025-07-31,1125000,1125000,דירה בבית קומות,0.5,כפר סבא,1980,72,3.0,כפר סבא - 01.06.25-29.09.25.xls
006427-0195-008-00,2025-07-08,2598000,2598000,דירה בבית קומות,1.0,כפר סבא,1981,110,4.0,כפר סבא - 01.06.25-29.09.25.xls
006437-0102-000-00,2025-07-08,5500000,5500000,דירה בבית קומות,1.0,כפר סבא,1999,250,6.0,כפר סבא - 01.06.25-29.09.25.xls
006439-0419-002-00,2025-07-17,3535000,3535000,דירה בבית קומות,1.0,כפר סבא,1994,153,4.0,כפר סבא - 01.06.25-29.09.25.xls
007621-0483-013-00,2025-07-21,2900000,2900000,דירה בבית קומות,1.0,כפר סבא,2030,73,3.0,כפר סבא - 01.06.25-29.09.25.xls
007621-0468-073-00,2025-07-24,4800000,4800000,דירה בבית קומות,1.0,כפר סבא,2010,173,5.0,כפר סבא - 01.06.25-29.09.25.xls
006427-0190-026-00,2025-07-28,5692000,5692000,דירה בבית קומות,1.0,כפר סבא,2029,131,5.0,כפר סבא - 01.06.25-29.09.25.xls
006453-0258-003-00,2025-07-31,3000000,3000000,דירה בבית קומות,1.0,כפר סבא,2007,90,3.0,כפר סבא - 01.06.25-29.09.25.xls
006426-0799-002-00,2025-06-17,900000,900000,דירה בבית קומות,0.333,כפר סבא,1990,128,4.0,כפר סבא - 01.06.25-29.09.25.xls
006426-0799-002-00,2025-06-17,900000,900000,דירה בבית קומות,0.333,כפר סבא,1990,128,4.0,כפר סבא - 01.06.25-29.09.25.xls
006427-0619-008-00,2025-07-10,592000,592000,דירת גג,0.1,כפר סבא,1995,156,6.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0055-535-00,2025-07-23,1896809,1896809,דירה בבית קומות,1.0,כפר סבא,2029,37,3.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0055-432-00,2025-07-23,1936809,1936809,דירה בבית קומות,1.0,כפר סבא,2029,38,3.0,כפר סבא - 01.06.25-29.09.25.xls
006433-0548-031-00,2025-07-07,2030000,2030000,דירה בבית קומות,1.0,כפר סבא,1983,73,3.0,כפר סבא - 01.06.25-29.09.25.xls
006427-0619-008-00,2025-07-10,5008000,5008000,דירת גג,0.9,כפר סבא,1995,156,6.0,כפר סבא - 01.06.25-29.09.25.xls
006426-0507-015-00,2025-07-27,3925000,3925000,דירה בבית קומות,1.0,כפר סבא,2027,84,5.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0280-087-00,2025-06-25,3100000,3100000,דירה בבית קומות,1.0,כפר סבא,2026,80,3.0,כפר סבא - 01.06.25-29.09.25.xls
007604-0064-021-00,2025-07-02,2640000,2640000,דירה בבית קומות,1.0,כפר סבא,1990,121,4.0,כפר סבא - 01.06.25-29.09.25.xls
006439-0034-015-00,2025-07-08,3900000,3900000,דירה בבית קומות,1.0,כפר סבא,2026,132,5.5,כפר סבא - 01.06.25-29.09.25.xls
007621-0460-016-00,2025-07-09,3786000,3786000,דירה בבית קומות,1.0,כפר סבא,2013,153,5.0,כפר סבא - 01.06.25-29.09.25.xls
007621-0472-014-00,2025-07-15,4800000,4800000,דירה בבית קומות,1.0,כפר סבא,2014,178,6.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0055-456-00,2025-07-30,1896809,1896809,דירה בבית קומות,1.0,כפר סבא,2029,37,3.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0055-561-00,2025-06-03,1956809,1956809,דירה בבית קומות,1.0,כפר סבא,2029,40,3.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0055-463-00,2025-06-03,2006809,2006809,דירה בבית קומות,1.0,כפר סבא,2029,40,3.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0055-571-00,2025-06-11,1976809,1976809,דירה בבית קומות,1.0,כפר סבא,2029,40,3.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0055-387-00,2025-06-12,1406809,1406809,דירה בבית קומות,1.0,כפר סבא,2029,22,1.0,כפר סבא - 01.06.25-29.09.25.xls
006426-0465-019-00,2025-06-16,2950000,2950000,דירה בבית קומות,1.0,כפר סבא,2028,81,3.0,כפר סבא - 01.06.25-29.09.25.xls
006427-0426-019-00,2025-07-01,5250000,5250000,דירה בבית קומות,1.0,כפר סבא,2025,118,5.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0055-481-00,2025-07-30,2046809,2046809,דירה בבית קומות,1.0,כפר סבא,2029,40,3.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0055-571-00,2025-07-30,2016809,2016809,דירה בבית קומות,1.0,כפר סבא,2029,40,2.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0055-312-00,2025-07-30,2006809,2006809,דירה בבית קומות,1.0,כפר סבא,2029,40,3.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0055-383-00,2025-06-25,1906809,1906809,דירה בבית קומות,1.0,כפר סבא,2029,42,3.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0055-345-00,2025-06-26,1326809,1326809,דירה בבית קומות,1.0,כפר סבא,2029,21,2.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0055-377-00,2025-06-30,1346809,1346809,דירה בבית קומות,1.0,כפר סבא,2029,22,2.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0055-487-00,2025-07-01,2446809,2446809,דירה בבית קומות,1.0,כפר סבא,2029,63,4.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0258-009-00,2025-06-22,5150000,5150000,דירה בבית קומות,0.5,כפר סבא,2004,212,6.0,כפר סבא - 01.06.25-29.09.25.xls
006435-0258-009-00,2025-06-22,5150000,5150000,דירה בבית קומות,0.5,כפר סבא,2004,212,6.0,כפר סבא - 01.06.25-29.09.25.xls
019024-0012-001-00,2025-07-03,1810000,1810000,דירה בבית קומות,1.0,כרמיאל,1990,130,5.0,כרמיאל - 29.06.25-29.09.25.xls
019024-0011-008-00,2025-07-06,2450000,2450000,דירה בבית קומות,1.0,כרמיאל,2005,155,5.0,כרמיאל - 29.06.25-29.09.25.xls
018965-0011-014-00,2025-07-12,450000,450000,דירה בבית קומות,0.25,כרמיאל,1980,120,5.0,כרמיאל - 29.06.25-29.09.25.xls
019874-0106-001-00,2025-07-13,3750000,3750000,דירה בבית קומות,1.0,כרמיאל,2015,155,6.0,כרמיאל - 29.06.25-29.09.25.xls
019062-0005-011-00,2025-07-15,970000,970000,דירה בבית קומות,1.0,כרמיאל,1980,78,3.0,כרמיאל - 29.06.25-29.09.25.xls
019003-0019-046-00,2025-07-16,750000,750000,דירה בבית קומות,1.0,כרמיאל,1970,55,3.0,כרמיאל - 29.06.25-29.09.25.xls
019872-0006-021-00,2025-07-24,1555000,1555000,דירה בבית קומות,1.0,כרמיאל,1970,84,4.0,כרמיאל - 29.06.25-29.09.25.xls
021176-0048-000-00,2025-07-09,2100000,2100000,דירה בבית קומות,1.0,כרמיאל,2020,177,5.0,כרמיאל - 29.06.25-29.09.25.xls
018997-0007-028-00,2025-07-23,870000,870000,דירה בבית קומות,1.0,כרמיאל,1983,76,3.0,כרמיאל - 29.06.25-29.09.25.xls
019003-0097-010-00,2025-07-25,840000,840000,דירה בבית קומות,1.0,כרמיאל,1970,67,3.0,כרמיאל - 29.06.25-29.09.25.xls
019875-0011-000-00,2025-07-10,1590000,1590000,דירה בבית קומות,1.0,כרמיאל,2004,118,4.0,כרמיאל - 29.06.25-29.09.25.xls
019061-0017-001-00,2025-07-13,1700000,1700000,דירה בבית קומות,1.0,כרמיאל,1990,110,4.0,כרמיאל - 29.06.25-29.09.25.xls
018983-0385-000-00,2025-07-24,3800000,3800000,קוטג' חד משפחתי,1.0,כרמיאל,1970,150,6.0,כרמיאל - 29.06.25-29.09.25.xls
018948-0127-000-00,2025-07-25,3680000,3680000,דירה בבית קומות,1.0,כרמיאל,1981,228,8.0,כרמיאל - 29.06.25-29.09.25.xls
018988-0203-034-00,2025-07-29,1365000,1365000,דירה בבית קומות,1.0,כרמיאל,1980,100,4.0,כרמיאל - 29.06.25-29.09.25.xls
018990-0026-003-00,2025-07-30,950000,950000,דירה בבית קומות,1.0,כרמיאל,1970,72,3.0,כרמיאל - 29.06.25-29.09.25.xls
018990-0208-009-00,2025-09-17,1021959,1021959,דירה בבית קומות,1.0,כרמיאל,2028,110,4.0,כרמיאל - 29.06.25-29.09.25.xls
019071-0011-002-00,2025-07-15,1470000,1470000,דירה בבית קומות,1.0,כרמיאל,2000,110,3.0,כרמיאל - 29.06.25-29.09.25.xls
019874-0009-015-00,2025-09-03,1900000,1900000,דירה בבית קומות,1.0,כרמיאל,2000,76,4.0,כרמיאל - 29.06.25-29.09.25.xls
019872-0016-036-00,2025-09-19,1185000,1185000,דירה בבית קומות,1.0,כרמיאל,2000,70,2.5,כרמיאל - 29.06.25-29.09.25.xls
018990-0208-012-00,2025-09-25,1083879,1083879,דירה בבית קומות,1.0,כרמיאל,2028,120,5.0,כרמיאל - 29.06.25-29.09.25.xls
018990-0208-007-00,2025-09-25,1129194,1129194,דירה בבית קומות,1.0,כרמיאל,2028,128,5.0,כרמיאל - 29.06.25-29.09.25.xls
018990-0208-007-00,2025-09-25,1224720,1224720,דירה בבית קומות,1.0,כרמיאל,2028,127,5.0,כרמיאל - 29.06.25-29.09.25.xls
018990-0208-002-00,2025-09-25,1220791,1220791,דירה בבית קומות,1.0,כרמיאל,2028,128,5.0,כרמיאל - 29.06.25-29.09.25.xls
013675-0153-007-00,2025-03-30,2020000,2020000,דירה בבית קומות,1.0,צפת,2025,120,5.0,צפת - 29.03.25-29.09.25.xls
013675-0153-006-00,2025-03-31,1860000,1860000,דירה בבית קומות,1.0,צפת,2027,120,5.0,צפת - 29.03.25-29.09.25.xls
013389-0031-003-00,2025-03-30,1600000,1600000,דירה בבית קומות,1.0,צפת,2025,110,4.0,צפת - 29.03.25-29.09.25.xls
013073-0143-000-00,2025-03-30,2086000,2086000,דירה בבית קומות,0.055,צפת,1960,110,5.0,צפת - 29.03.25-29.09.25.xls
013389-0038-003-00,2025-05-13,1700000,1700000,דירה בבית קומות,1.0,צפת,2026,117,4.0,צפת - 29.03.25-29.09.25.xls
013089-0045-027-00,2025-05-18,1300000,1300000,דירה בבית קומות,1.0,צפת,1987,76,3.0,צפת - 29.03.25-29.09.25.xls
013698-0024-003-00,2025-05-18,1956661,1956661,דירה בבית קומות,1.0,צפת,2026,115,4.0,צפת - 29.03.25-29.09.25.xls
013059-0074-021-00,2025-05-08,2200000,2200000,דירה בבית קומות,1.0,צפת,1970,77,3.5,צפת - 29.03.25-29.09.25.xls
013218-0014-035-00,2025-05-11,1050000,1050000,דירה בבית קומות,1.0,צפת,1980,62,3.0,צפת - 29.03.25-29.09.25.xls
013976-0038-023-00,2025-05-19,1150000,1150000,דירה בבית קומות,1.0,צפת,1990,82,4.0,צפת - 29.03.25-29.09.25.xls
013531-0070-000-00,2025-05-14,5000000,5000000,דירה בבית קומות,1.0,צפת,2010,224,7.0,צפת - 29.03.25-29.09.25.xls
013071-0122-007-00,2025-05-20,2080000,2080000,דירה בבית קומות,0.8,צפת,2022,106,4.0,צפת - 29.03.25-29.09.25.xls
013071-0122-007-00,2025-05-20,520000,520000,דירה בבית קומות,0.2,צפת,2022,106,4.0,צפת - 29.03.25-29.09.25.xls
013698-0024-003-00,2025-05-28,3204000,3204000,דירה בבית קומות,1.0,צפת,2026,115,4.0,צפת - 29.03.25-29.09.25.xls
013071-0120-000-00,2025-05-20,2200000,2200000,דירה בבית קומות,1.0,צפת,2019,98,4.0,צפת - 29.03.25-29.09.25.xls
013698-0418-000-00,2025-04-06,1890000,1890000,דירה בבית קומות,0.073,צפת,2008,203,6.0,צפת - 29.03.25-29.09.25.xls
013977-0075-000-00,2025-05-12,1600000,1600000,דירה בבית קומות,1.0,צפת,1997,291,4.0,צפת - 29.03.25-29.09.25.xls
013052-0014-024-00,2025-07-09,147499,147500,דירה בבית קומות,0.083,צפת,1995,110,5.5,צפת - 29.03.25-29.09.25.xls
013052-0014-024-00,2025-07-09,147500,147500,דירה בבית קומות,0.083,צפת,1995,110,5.5,צפת - 29.03.25-29.09.25.xls
013052-0014-024-00,2025-07-09,147500,147500,דירה בבית קומות,0.083,צפת,1995,110,5.5,צפת - 29.03.25-29.09.25.xls
013089-0160-000-00,2025-07-10,4700000,4700000,קוטג' חד משפחתי,1.0,צפת,1970,193,4.0,צפת - 29.03.25-29.09.25.xls
013698-0024-010-00,2025-07-13,3204000,3204000,דירה בבית קומות,1.0,צפת,2026,115,4.0,צפת - 29.03.25-29.09.25.xls
013698-0418-000-00,2025-04-06,1890000,1890000,קוטג' חד משפחתי,0.073,צפת,2008,203,6.0,צפת - 29.03.25-29.09.25.xls
013698-0213-004-00,2025-04-08,800000,800000,דירה בבית קומות,0.333,צפת,2000,125,5.0,צפת - 29.03.25-29.09.25.xls
013698-0213-004-00,2025-04-08,800000,800000,דירה בבית קומות,0.333,צפת,2000,125,5.0,צפת - 29.03.25-29.09.25.xls
013698-0213-004-00,2025-04-08,800000,800000,דירה בבית קומות,0.333,צפת,2000,125,5.0,צפת - 29.03.25-29.09.25.xls
013076-0077-002-00,2025-05-08,30000,30000,דירה בבית קומות,0.03,צפת,1960,80,4.0,צפת - 29.03.25-29.09.25.xls
013089-0049-024-00,2025-07-23,1250000,1250000,דירה בבית קומות,1.0,צפת,1970,60,3.0,צפת - 29.03.25-29.09.25.xls
013089-0082-027-00,2025-07-14,1040000,1040000,דירה בבית קומות,1.0,צפת,1980,69,4.0,צפת - 29.03.25-29.09.25.xls
013675-0153-001-00,2025-07-22,1780000,1780000,דירה בבית קומות,1.0,צפת,2027,122,4.0,צפת - 29.03.25-29.09.25.xls
013675-0153-003-00,2025-07-22,1870000,1870000,דירה בבית קומות,1.0,צפת,2027,140,5.0,צפת - 29.03.25-29.09.25.xls
013075-0036-005-00,2025-07-29,920000,920000,דירה בבית קומות,1.0,צפת,1970,50,3.0,צפת - 29.03.25-29.09.25.xls
006855-0257-002-00,2025-06-10,5008000,5008000,קוטג' דו משפחתי,0.776,שוהם,0,0,0.0,שוהם - 29.03.25-29.09.25.xls
